LOCALITY,ORDER,SUBORDER.SUPERFAMILY,FAMILY,SUBFAMILY.TRIBE,GROUP.NAME,GENUSSPECIES,GENUS,SPECIES,CODE,TAXON.CODE,IDNUMBER,ELEMENT,DESCRIPT,MINIMUM.AGE,MAXIMUM.AGE,AVERAGE.AGE,HYP,HOD,BUN,SF,OT,LOP,LOPT,AL,OL,ALX,LAT,LONG,FORMATION,REFERENCE SECTION,PALEOMAG SECTION
Y0495,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Microbunodontinae,Microbunodontinae,Microbunodon silistrense,Microbunodon,silistrense,0,45170820    103  187,Y 19831,Maxilla,RINC P3-P4   BW,11.585,11.646,11.616,1,1,1,0,0,0,0,0,0,0,N 32 43.969,E 72 28.313,Chinji,Gambhir Section,Gambhir Section
Y0495,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Rhinocerotina,Rhinocerotina,Gaindatherium browni,Gaindatherium,browni,0,451812111   082  071,Y 46919,Mandible,RINC P3-M3   BW,11.585,11.646,11.616,1,1,0,0,0,1,2,1,1,0,N 32 43.969,E 72 28.313,Chinji,Gambhir Section,Gambhir Section
Y0495,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y 40207,Unciform,LINC         B,11.585,11.646,11.616,1.2,3,0,0,0.2,0,6.4,0,1,0,N 32 43.969,E 72 28.313,Chinji,Gambhir Section,Gambhir Section
Y0496,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Rhinocerotina,Rhinocerotina,Gaindatherium browni,Gaindatherium,browni,0,451812111   082  071,Y 24272,Upper Molar,LINC M1      BW,12.352,12.402,12.377,1,1,0,0,0,1,2,1,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Giraffoidae,Climacoceratidae,indet.,Climacoceratidae,Climacoceras indet.,Climacoceras,indet.,0,4517172     363  182,Y 37756,Horn Core / Ossicone,FRAG        B,12.352,12.402,12.377,1,1,0,0,0,2,0,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Perissodactyla,Chalicotherioidea,Chalicotheriidae,Chalicotheriinae,Anisodontini,Anisodon salinus,Anisodon,salinus,0,45180421    032  023,Y 19673,Phalanx,COMP?   PROXU,12.352,12.402,12.377,1,1,0,0,0,1,0,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Brachypotherium fatehjangense,Brachypotherium,fatehjangense,0,451812112   080  131,Y 47410,Maxilla,RINC DP1-DP4 BE,12.352,12.402,12.377,1,1,0,0,0,1,2,1,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Brachypotherium perimense,Brachypotherium,perimense,0,451812112  ?080  045,Y 21096,Radius,RPROX    EPIPI,12.352,12.402,12.377,1,1,0,0,0,1,2,1,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune anthracotheroides,Dorcabune,anthracotheroides,0,45171600    053  040,Y 15829,Mandible,LINC DP3-DP4 BU,12.352,12.402,12.377,1,1,0,0,0,0,2,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Giraffoidae,Climacoceratidae,indet.,Climacoceratidae,Orangemeryx indet.,Orangemeryx,indet.,0,4517172     364  182,Y 26378,Horn Core / Ossicone,FRAG        B,12.352,12.402,12.377,1,1,0,0,0,2,0,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus indicus,Sivapithecus,indicus,0,45051010    002  004,Y 17121,Upper Canine,RINC C       BW,12.352,12.402,12.377,1,1,1,0,0,0,0,0,0,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Aceratheriina,Aceratheriina,Plesiaceratherium indet.,Plesiaceratherium,indet.,0,451812121  ?328  017,Y 24273,Astragalus,RCOMP        U,12.352,12.402,12.377,1,1,0,0,0,1,2,1,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Libytherium proton,Libytherium,proton,0,45171735    107  279,Y 24295,Horn Core / Ossicone,DIST        B,12.352,12.402,12.377,1,1,0,0,0,2,0,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  307,Y 18927,Astragalus,LCOMP        U,12.352,12.402,12.377,1,1,0,0,0,2,0,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Sivaceros gradiens,Sivaceros,gradiens,0,45172012    207  024,Y 25001,Horn Core / Ossicone,LINC         B,12.352,12.402,12.377,1,1,0,0,0,2,0,1,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Suoidea,Suidae,Listriodontinae,Listriodontinae,Listriodon pentapotamiae,Listriodon,pentapotamiae,0,45170520    031  022,Y 20491,Indet. Molar,FRAGMI      BW,12.352,12.402,12.377,1,1,0,0,0,0,2,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Lyrakeryx asiaticum,Lyrakeryx,asiaticum,0,45171735    370  197,Y 37752,Metatarsal,RPROX3/4     B,12.352,12.402,12.377,1,1,0,0,0,2,0,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Bramiscus indet.,Bramiscus,indet.,0,45171735    376  018,Y 46893,Metacarpal,LPROXMED     BJ,12.352,12.402,12.377,1,1,0,0,0,2,0,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Microbunodontinae,Microbunodontinae,Microbunodon silistrense,Microbunodon,silistrense,0,45170820    103  187,Y 17074,Femur,RCOMP        C,12.352,12.402,12.377,1,1,1,0,0,0,0,0,0,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Giraffoidae,Giraffidae,Okapiinae,Okapiinae,Ua pilbeami,Ua,pilbeami,0,45171734  cf374  095,Y 17156,Radius,RDIST        B,12.352,12.402,12.377,1,1,0,0,0,2,0,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Helicoportax praecox,Helicoportax,praecox,0,45172012    204  135,Y 25003,Skull,RINC         B,12.352,12.402,12.377,1,1,0,0,0,2,0,1,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus nanus,Merycopotamus,nanus,0,45170830    052  035,Y 19674,Mandible,RINC C-M3    B,12.352,12.402,12.377,1,1,0,0,0,0,2,0,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Suoidea,Suidae,Tetraconodontinae,Tetraconodontinae,Conohyus sindiensis,Conohyus,sindiensis,0,45170530    057  042,Y 41127,Lower Molar,INC MI      BW,12.352,12.402,12.377,1,1,1,0,0,0,0,0,0,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012  cf033  026,Y 46917,Ulna,LPROX        B,12.352,12.402,12.377,2,1,0,0,0,2,0,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y 46625,Indet. Premolar,FRAGDPI     BW,12.352,12.402,12.377,1.2,3,0,0,0.2,0,6.4,0,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Proboscidea,Deinotherioidea,Deinotheriidae,indet.,Deinotheriidae,indet. indet.,indet.,indet.,0,45151100    001  001,Y 42256,Indet. Premolar,INC PI      BW,12.352,12.402,12.377,1,1,0,0,0,0,2,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Elasmotheriina,Elasmotheriina,Caementodon oettingenae,Caementodon,oettingenae,0,451812211   193  128,Y 21193,Scapula,RDIST        B,12.352,12.402,12.377,3,1,0,0,1,2,0,0,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Giraffoidae,Giraffidae,Giraffokerycinae,Giraffokerycinae,Giraffokeryx punjabiensis,Giraffokeryx,punjabiensis,0,45171732   ?051  020,Y 46306,Calcaneum,LINC         B,12.352,12.402,12.377,1,1,0,0,0,2,0,1,0,1,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Strepsiportax gluten,Strepsiportax,gluten,0,45172012    118  149,Y 24277,Skull,LFRAG        B,12.352,12.402,12.377,1,1,0,0,0,2,0,1,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0496,Artiodactyla,Bovoidea,Bovidae,Hypsodontinae,Hypsodontinae,Hypsodontus pronaticornis,Hypsodontus,pronaticornis,0,45172070    198  165,Y 45720,Phalanx,COMPMED DISTU,12.352,12.402,12.377,3,1,0,0,0,2,0,1,1,0,N 32 44.401,E 72 30.089,Chinji,Gambhir Section,Gambhir Section
Y0498,Proboscidea,indet.,indet.,indet.,Proboscidea,indet. indet.,indet.,indet.,0,4515        001  001,Y 27278,Indet. Molar,FRAGMI      B,11.691,11.733,11.712,1,1,0,0,0,0,2,1,0,1,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0498,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus indicus,Sivapithecus,indicus,0,45051010    002  004,Y 16077,Mandible,LINC P3-M3   BW,11.691,11.733,11.712,1,1,1,0,0,0,0,0,0,0,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0498,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Rhinocerotina,Rhinocerotina,Gaindatherium indet.,Gaindatherium,indet.,0,451812111   082  017,Y 46992,Upper Premolar,LINC P1      B,11.691,11.733,11.712,1,1,0,0,0,1,2,1,1,0,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0498,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Microbunodontinae,Microbunodontinae,Microbunodon silistrense,Microbunodon,silistrense,0,45170820    103  187,Y 42268,Metapodial,DISTLAT     B,11.691,11.733,11.712,1,1,1,0,0,0,0,0,0,0,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0498,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  140,Y 19055,Maxilla,RINC P3      IW,11.691,11.733,11.712,1,1,0,0,0,2,0,1,0,1,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0498,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y 27667,Upper Premolar,RINC P2      BW,11.691,11.733,11.712,1,1,0,0,0,2,0,1,0,1,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0498,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Aceratheriina,Aceratheriina,Alicornops indet.,Alicornops,indet.,0,451812121   265  017,Y 46993,Upper Premolar,LFRAGPI      B,11.691,11.733,11.712,1,1,0,0,0,1,2,1,1,0,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0498,Artiodactyla,Suoidea,Suidae,Hyotheriinae,Hyotheriinae,Hyotherium pilgrimi,Hyotherium,pilgrimi,0,45170510    075  041,Y 45796,Upper Molar,LINC M3      BV,11.691,11.733,11.712,1,1,0,0,0,0,2,1,0,1,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0498,Artiodactyla,Suoidea,Suidae,Listriodontinae,Listriodontinae,Listriodon pentapotamiae,Listriodon,pentapotamiae,0,45170520    031  022,Y 31724,Maxilla,LINC P4-M3   BW,11.691,11.733,11.712,1,1,0,0,0,0,2,1,0,1,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0498,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Antilopini,Gazella indet.,Gazella,indet.,0,45172042   ?055  017,Y 25149,Skull,LINC         B,11.691,11.733,11.712,2,1,0,0,0,2,0,1,0,1,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0498,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Siamotragulus indet.,Siamotragulus,indet.,0,45171600    352  268,Y 19004,Navicular-Cuboid,LCOMP        U,11.691,11.733,11.712,1,1,0,0,0,2,0,1,0,1,N 32 41.662,E 72 19.139,Chinji,Hutch Nala,Hutch Nala
Y0499,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Antilopini,indet. indet.,indet.,indet.,0,45172042    349  240,Y 36994,Metacarpal,LINC 3/4     B,12.065,12.11,12.088,2.5,1,0,0,0,2,0,1,0.7,0,N 32 41.973,E 72 15.373,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0499,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012  cf033  026,Y 46168,Metapodial,DIST3/4     B,12.065,12.11,12.088,2,1,0,0,0,2,0,1,0,1,N 32 41.973,E 72 15.373,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0499,Artiodactyla,Suoidea,Suidae,Tetraconodontinae,Tetraconodontinae,Conohyus sindiensis,Conohyus,sindiensis,0,45170530    057  042,Y 26947,Lower Premolar,RINC P3      BW,12.065,12.11,12.088,1,1,1,0,0,0,0,0,0,0,N 32 41.973,E 72 15.373,Chinji,Kanatti (Upper),Kanatti (Upper)
